title,author,journal,volume,number,pages,year,cite_id,cites
Homogeneous surfaces admitting invariant connections,"D Blázquez-Sanz, CAM Arango, LFJ Buitrago",arXiv preprint arXiv:1905.05349,,,,2019,,
Revisiting the dynamics of planets in binaries: evolutionary time-scales and the effect of early stellar evolution,"B Portilla-Revelo, JI Zuluaga",Monthly Notices of the Royal Astronomical Society,485,(1),522-540,2019,,
Effect of Sparse Doping in Barriers on the Energy Structure of Center-Delta-Doped QW,"V Tulupenko, V Akimov, R Demediuk, C Duque, O Fomina, D Sushchenko",2019 IEEE 39th International Conference on Electronics and Nanotechnology …,,,,2019,,
Method to obtain vegetable fibers from the isolation and cultivation of meristematic cells,"LA Garces, ODF Betin, ADL Estrada, CEM Lopez, EJN Gomez, OP Zuleta","US Patent App. 16/151,670",,,,2019,,
Light localization in finite one-dimensional graphite-GaN heterostructures,E Reyes-Gómez,Superlattices and Microstructures,128,,428-437,2019,,
"Revised description, systematic affinities, and biogeographic considerations of the Fijian endemic Aristolochia vitiensis (Aristolochiaceae)","F Gonzalez, N Pabon-Mora",Phytotaxa,395,(4),296-300,2019,,
Arecibo REDS: The Stellar Activity of Stars with Potentially Habitable Planets,"KN Ortiz-Ceballos, A Méndez, J Zuluaga, R Heller, D Alexander, A Pacini",Lunar and Planetary Science Conference,,,3161,2019,,
Anomalous interaction of tri‐acyl ester derivatives of uridine nucleoside with a l‐α‐dimyristoylphosphatidylcholine biomembrane model: a differential scanning …,"JF Berrío Escobar, DM Márquez Fernández, C Giordani, F Castelli, ...",Journal of Pharmacy and Pharmacology,71,(3),329-337,2019,,
"Leonardo da Vinci, un hombre de su tiempo",GP Gaviria,Agenda Cultural Alma Máter,,,,2019,,
Microprocessor Design with a Direct Bluetooth Connection in 45 nm Technology Using Microwind,"E Garzon, F Chavez, D Jaramillo, L Sanchez, S Lara, C Macias, E Acurio, ...",2019 IEEE 10th Latin American Symposium on Circuits & Systems (LASCAS),,,105-108,2019,,
Data_Sheet_2. docx,"DC Maheepala, CA Emerling, A Rajewski, J Macon, M Strahl, ...",Frontiers Media SA,,,,2019,,
Movilización de las Concepciones en la Actividad Matemática para la Enseñanza del Álgebra Temprana,"JML OSPINA, CMJ LOPEZ, SM ZAPATA",XV Conferencia Interamericana de Educación Matemática,,,,2019,,
Optical Properties of Silver-Mediated DNA from,"E Makkonen, P Rinke, O Lopez-Acevedo, X Chen",A Commemorative Issue in Honor of Professor Nick Hadjiliadis Metal Complex …,,,,2019,,
"Correction to: Phenotypic, Genetic, and Cytogenetic Evidence of Hybridization between Species of Trans-Andean Tamarins (Genus Saguinus)","ID Soto-Calderón, YA Acevedo-Garcés, T Restrepo-Agudelo, ...",International Journal of Primatology,40,(1),71-71,2019,,
Typification of some names of Graffenrieda (Melastomataceae: Merianieae),"JS MURILLO-SERNA, FA Michelangeli, F Alzate-Guarin",Phytotaxa,391,(2),131-137,2019,,
Libro Rojo de Peces Dulceacuícolas de Colombia (2012),"A Acero, AA Acosta-Santos, E Agudelo-Córdoba, HD Agudelo-Zamora, ...",Obra completa: Mojica,,,JI; JS Usma; R. Álvarez-León y CA Lasso (Eds). 2012 …,2019,,
"Nota-Primeros registros del colibrí aliazul, Pterophanes cyanopterus (Fraser, 1839),(Apodiformes, Trochilidae) en el departamento de Antioquia, Colombia","S Chaparro-Herrera, P Montoya, HF Rivera-Gutiérrez, JL Parra",,,,,2019,,
Curvas: Entre la división de lo continuo y la continuidad de lo discreto,"CMP Pulgarín, RAL Cano, CMJ López",XV Conferencia Interamericana de Educación Matemática,,,,2019,,
Transformación del conocimiento profesional del profesor de matemáticas de primaria en el contexto del pensamiento algebraico,"SM Zapata, ZM Santa Ramírez, CMJ López",XV Conferencia Interamericana de Educación Matemática,,,,2019,,
Comprensión de conceptos involucrados en el proceso de solución de una ecuación diferencial,"DAR Molinares, RAL Cano, CMJ López",XV Conferencia Interamericana de Educación Matemática,,,,2019,,
Eliminación de fluoxetina presente en aguas contaminadas usando procesos fotoquímicos de oxidación avanzada y luz solar,"LM Losada, CQ Ñañez, RAT Palma",Revista EIA,16,(32),27-42,2019,,
Thermochemistry and kinetic analysis for the conversion of furfural to valuable added products,"N Pino, D López, JF Espinal",Journal of molecular modeling,25,(1),1-10,2019,,
Mecanismo para la deshidratación y deshidrogenación del glicerol: correlación experimental y computacional/Mechanism of glycerol dehydration and dehydrogenation: an …,"A Sanchez, M Velasquez, C Batiot-Dupeyrat, JF Espinal, A Santamaría",Dyna,86,(208),126,2019,,
"Electroquímica, un enfoque verde para la sociedad del S. XXI","JA Morales Morales, C Amatore, JM Feliu, I González Martínez, ...",Editorial USC,,,,2019,,
Dual-Purpose Materials Based on Carbon Xerogel Microspheres (CXMs) for Delayed Release of Cannabidiol (CBD) and Subsequent Aflatoxin Removal,"FB Cortés, K Zapata, BA Rojano, F Carrasco-Marín, J Gallego, ...",Molecules,24,(18),3398,2019,,
Quorum Sensing in Cyanobacteria and the Origin of Blooms. Lessons for Human Pharmacology,"N Herrera, JP Velasquez, F Echeverri",Multidisciplinary Digital Publishing Institute Proceedings,22,(1),113,2019,,
"Structural, thermodynamic and kinetic factors in the desorption/absorption of a hydrogen molecule in the M 3 AlH 10− x Na (M= Be or Mg; x= 0 or 2) hydrides","C Giraldo, F Ferraro, CZ Hadad, O García-Beltrán, E Osorio",New Journal of Chemistry,43,(46),18041-18048,2019,,
Induction of Biofilm Formation in Klebsiella pneumoniae by Acetaminophen. Quorum Quenching Compounds to Overcome the Resistance,"F Echeverri, E Cadavid, S Robledo, W Quiñones",Multidisciplinary Digital Publishing Institute Proceedings,22,(1),55,2019,,
Análisis estadístico para la administración del inventario en empresas comerciales aplicando métodos multivariados,"JC Bedoya, LS Herrera, EP Uribe",Comunicaciones en Estadística,12,(1),71-89,2019,,
DESCOMPOSICION DE CERDOS (Sus scrofa) EN SISTEMAS ACUATICOS LOTICOS Y LENTICOS COMO HERRAMIENTA PARA LA DETERMINACION DEL INTERVALO DE SUBMERSION POST MORTEM EN LA AMAZONIA …,"Y Ramos-Pastrana, JA Rafael, M Wolff",Boletín Científico Centro De Museos De Historia Natural,23,(1),55-73,2019,,
Métricas de Vinculación Universidad-Entorno: Universidad de Antioquia,"GJ Vélez-Cuartas, D Restrepo, A Uribe-Tirado, J Ochoa-Gutierrez, ...",,,,,2019,,
Protective effect of epigallocatechin gallate on human erythrocytes B Biointerfaces,"JR Colina, M Suwalsky, M Manrique-Moreno, K Petit, LF Aguilar, ...",,,,,2019,,
"Regreso a los manglares de Colombia en una era de datos abiertos, cambios globales y transiciones sociopoliticas: homenaje a Heliodoro Sanchez-Paez","JF Blanco-Libreros, R Álvarez-León",Revista de la Academia Colombiana de Ciencias Exactas,,,Fisicas y Naturales …,2019,,
Sediment Respiration Pulses in Intermittent Rivers and Ephemeral Streams,"T Datry, R Corti, A Foulquier, K Tockner, R Marcé, G García-Baquero, ...",American Geophysical Union,,,,2019,,
Variation in dental morphology and inference of continental ancestry in admixed Latin Americans,"ME Delgado Burbano, LM Ramírez, K Adhikari, M Fuentes Guajardo, ...",Wiley-liss,,,Div John Wiley & Sons Inc,2019,,
"Epidemiología de los desórdenes venosos crónicos y factores asociados en amerindios nativos embera-chamí, Antioquia","AFG Pineda, JD Botero, JAC Arias, CAN González, DCR Molina, ...",Facultad Nacional de Salud Pública: El escenario para la salud pública desde …,,,,2019,,
Population genetic structure of two herds of Aberdeen Angus cattle breed in Colombia,"AM Moreno-Sierra, MF Cerón-Muñoz, ID Soto-Calderón",Revista Colombiana De Ciencias Pecuarias,,,,2019,,
Evolution and Diversification of FRUITFULL Genes in Solanaceae,"CA Emerling, DC Maheepala, A Rajewski, J Macon, M Strahl, ...",Frontiers in Plant Science,,,,2019,,
Aislamiento y fusión de protoplastos de microalgas para aplicaciones biotecnológicas/Microalgae protoplasts isolation and fusion for biotechnology research,"D Echeverri, J Romo, N Giraldo, L Atehortúa",Revista Colombiana de Biotecnología,21,(1),101,2019,,
Aislamiento y fusion de protoplastos de microalgas para aplicaciones biotecnologicas.,"D Echeverri, J Romo, N Giraldo, L Atehortúa",Revista Colombiana de Biotecnología,21,(1),71-83,2019,,
Static analogues of driven phases of matter,"I Mondragon, B Rios, B Rodriguez, M Cheng",APS March Meeting Abstracts,2019,,B01. 015,2019,,
Binding energy and optical absorption of donor impurity states in,"E Kasapoglu, S Sakiroglu, H Sari, I Sokmen, C Duque",,,,,2019,,
Substructure formation in tidal streams of galactic minor mergers,"A Noreña, JC Muñoz-Cuartas, LF Quiroga, N Libeskind",Revista mexicana de astronomía y astrofísica,55,(2),273-288,2019,,
Approach to Orbital-Free DFT with Englert-Schwinger model,"J Lehtomäki, O Lopez-Acevedo",APS March Meeting Abstracts,2019,,V17. 006,2019,,
SÍNTESIS DE TETRAFENÓXIDOS DE TITANIO Y SU EVALUACIÓN CATALÍTICA EN DIMERIZACIÓN DE ETILENO.,"C Mendoza, SL Amaya, JC Vivas, A Echavarría",Revista de Investigaciones Universidad del Quindío,30,(1),7-14,2018,,
Non-universal electroweak extensions of the standard model and the scotogenic models,"DJ Blandon, DA Restrepo, WA Ponce, E Rojas",arXiv preprint arXiv:1812.03908,,,,2018,,
Antiplasmodial activity in vitro of secondary metabolites of Solanum nudum from two regions of Colombia,"EP López-Barrios, AL Pabón-Vidal, S Blair-Trujillo, PA Morales-Morales, ...",Revista EIA,15,(30),25-39,2018,,
"Feeding habits of the gafftopsail sea catfish Bagre marinus (Mitchill, 1815)(Siluriformes: Ariidae) in Urabá Gulf, Colombian Caribbean","AF Hernández-Morales, J Leal-Flórez, LA Sandoval-Londoño, ...",Actualidades Biológicas,40,(109),,2018,,
Electronic States of Pyramidal and Conical Quantum Dots,"JA Gil-Corrales, ÁL Morales-Aramburo, CA Duque-Echeverri",Revista EIA,15,(30),161-175,2018,,
Anatomía foliar comparativa de tres especies de Furcraea (Asparagaceae: Agavoideae),"JS Murillo-Serna, EJ Rincón-Barón, F Alzate-Guarin",Hoehnea,45,(4),607-615,2018,,
Application of phylogenetic indices in the definition of conservation priorities in the northwest Andes paramos,"F Alzate, A Alvarez, DR Miranda-Esquivel, JJ Morrone",Revista de Biología Tropical,66,(4),1353-1361,2018,,
Numerical considerations on the modeling of source and boundary conditions for the frequency domain visco-acoustic wave equation solution,"S Avendaño, JC Muñoz-Cuartas",CT&F-Ciencia,,,,2018,,
Integral modelling of propagation of incident waves in a laterally varying medium: An exploration in the frequency domain,"AA Jiménez, JC Muñoz-Cuartas, S Avendaño",CT&F-Ciencia,,,,2018,,
IMPLEMENTATION OF AN ALGORITHM FOR SQUARE ROOT COMPUTATION IN AN FPGA ARRAY BY USING FIXED POINT REPRESENTATION,"JH Lopez, J Restrepo, JE Tobon",Momento,,,41-49,2018,,
Simple no-scale model of modulus fixing and inflation,"M Fairbairn, Ó Zapata, J Ellis, AE Romano",Physical Review D,98,(arXiv: 1802.05713),,2018,,
Diffractive Optics Applied to Vision,A Mira-Agudelo,Latin America Optics and Photonics Conference,,,W4C. 1,2018,,
Electromagnetic Behavior of the Relativistic Fermi Gas,"DM Reis, E Reyes-Gómez, LE Oliveira, CAA de Carvalho",Latin America Optics and Photonics Conference,,,Th2C. 2,2018,,
"Erratum: Secular Light Curves of NEAs 2201 Oljato, 3200 Phaethon, 99942 Apophis, 162173 Ryugu, 495848 and 6063 Jason","I Ferrín, A Arcila, M Saldarriaga",Monthly Notices of the Royal Astronomical Society,,,,2018,,
Methods of detecting T1R hetero-oligomeric taste receptor expression to identify cells that are potentially sensitive to sweet tastants,"M Zoller, X Li, L Staszewski, S O'connell, S Zozulya, JE Adler, H Xu, ...","US Patent 10,114,009",,,,2018,,
Evolución: El legado de Darwin,"JCG Gómez, JU Ciro, NJ Ocampo, JI Martínez, GD Patarroyo, F Lopera, ...",Universidad de Antioquia,,,,2018,,
Development of a biotechnological platform based on protein production for biological control strategies for banana crop pathogens,"M Arias, P Zapata, A Mosquera, A Palacio, D Areiza, D Sanchez, ...",New Biotechnology,44,,S6,2018,,
Methods of using TIR hetero-oligomeric receptors for screening compounds that modulate sweet or umami taste,"JE Adler, X Li, L Luukkonen, H Xu, F Echeverri","US Patent 10,088,472",,,,2018,,
Design and construction of a proportional gas flow meter with application in Mössbauer spectroscopy,"JMM Ramirez, LAC Díaz, YAR Martínez, JAO Vélez, MHM Barreto, ...",Scientia et technica,23,(3),406-411,2018,,
Experimental noise-free information recovery via reference beam encryption,"JAJ Osorio, JFB Ramírez, S Montoya, A Mira-Agudelo, AV Zea, R Torroba",Active Photonic Platforms X,10721,,107212E,2018,,
Optimal control of quantum systems with ultrashort laser pulses and non-adiabatic interactions,"MR Quiceno, JL Sanz-Vicario",Active Photonic Platforms X,10721,,107212C,2018,,
Cálculo de primeros principios de las propiedades electrónicas y dieléctricas de λ-Ta2O5,"C Valencia-Balvín, S Pérez-Walton, JM Osorio-Guillén",Instituto Tecnológico Metropolitano (ITM),,,,2018,,
Local Classical Strategies vs Geometrical Quantum Constraints,"R Restrepo-Villegas, E Agudelo, J Castrillón, BA Rodríguez",arXiv preprint arXiv:1809.03662,,,,2018,,
Proceso de modelación en el contexto del cultivo del plátano: una producción escolar relacionada con modelos lineales,"SML Orrego, CMJ López, JLB Vélez",Revista Virtual Universidad Católica del Norte,,,18-40,2018,,
Why do we have so many molecules and biodiversity but so few antiparasite medicines?,"F Echeverri, W Quiñones, G Escobar, S Robledo, F Torres",Boletín Latinoamericano y del Caribe de Plantas Medicinales y Aromáticas,17,(5),,2018,,
Understanding the Relationship between Soundscape and Landscape Features in a Tropical Andean Environment,"C Sánchez-Giraldo, E Cano, WE Gómez, DC Duque, C Isaza, C Bedoya, ...",10th International Conference on Ecological Informatics,24,,,2018,,
Revealing Non-adiabatic effects in lithium fluoride induced by quantized fields,"JF Triana, D Peláez, JL Sanz-Vicario",High Dimensional Quantum Dynamics (HDQD),,,,2018,,
Silver-Stabilized Guanine Duplex,"X Chen, E Makkonen, D Golze, O Lopez-Acevedo",,,,,2018,,
"The resultant, the discriminant, and the derivative of generalized Fibonacci polynomials","R Flórez, R Higuita, A Ramírez",arXiv preprint arXiv:1808.01264,,,,2018,,
Uso de zeolita faujasita para adsorción de iones en aguas residuales municipales,"DP Vega, C González, CA Escalante, J Gallego, M Salamanca, ...",Tecnología y ciencias del agua,9,(4),184-208,2018,,
In Vitro Micropropagation of Commercial and Non-Commercial Tomato Genotypes,"D Janeth Garcia-Jaramillo, L Atehortua Garces, J Castano Zapata, ...",IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT,54,(4),488-488,2018,,
In Vitro Micrografting of Tomato (Solanum Spp.).,"D Janeth Garcia-Jaramillo, L Atehortua Garces, J Castano Zapata, ...",IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT,54,(4),480-481,2018,,
Nonlinear optical properties of two and three-dimensional hybrid perovskite using single beam F-scan technique at 1064 nm,"J Serna, J Uribe, E Rueda, D Ramirez, F Jaramillo, J Osorio, H García",arXiv preprint arXiv:1807.06703,,,,2018,,
Single-beam reflection technique for determination of nonlinear-refractive index of thin-film semiconductors using an electrically focus tunable lens,"J Serna, J Henao, E Rueda, A Hamad, H Garcia",arXiv preprint arXiv:1807.03752,,,,2018,,
On Dirichlet Type Spaces A ω 2 Over the Half–Plane,"AM Jerbashian, J Pejendino",Journal of Contemporary Mathematical Analysis (Armenian Academy of Sciences …,,,,2018,,
Ploonets: Shadows of a Co-Orbital Transiting Companion,"M Sucerquia, J Alvarado, N Cuello, J Zuluaga",Diversis Mundi: The Solar System in an Exoplanetary Context,,,28,2018,,
Constraints for Exomoon Detectability via Tidal Migration,"V Ramírez, M Sucerquia, J Alvarado, J Zuluaga",Diversis Mundi: The Solar System in an Exoplanetary Context,,,26,2018,,
Molecular epidemiology of Colombian Histoplasma capsulatum (Hc) isolates showed their polyphyletic behavior and indicated chicken manure as one infection source,"LF Gomez Londono, M Arango Arteaga, JG McEwen Ochoa, A Zuluaga, ...",MEDICAL MYCOLOGY,56,,S18-S18,2018,,
Fish inside the discharge tunnels of a hydropower facility in the Porce River,"LF Jiménez-Segura, D Restrepo-Santamaria, LJ García-Melo, ...",Actualidades Biológicas,40,(108),97-102,2018,,
"Fecundity of the most abundant fish species in the area of influence of the cascading reservoirs Porce II and Porce III, Antioquia, Colombia","A Loaiza-Santana, JP Londoño-Velasquez, LF Jiménez-Segura",Actualidades Biológicas,40,(108),38-45,2018,,
Ichthyofauna of cascade reservoirs in the channel of a tropical Andean river,"J Álvarez-Bustamante, LF Jiménez-Segura, Ú Jaramillo-Villa",Actualidades Biológicas,40,(108),46-58,2018,,
Reproduction of fishes in reservoirs in cascade located in a tropical Andean river (Colombia),"JP Londoño-Velasquez, A Loaiza-Santana, LF Jiménez-Segura, ...",Actualidades Biológicas,40,(108),85-96,2018,,
"DNA Barcode methods reveal diversity of Astroblepus species in the Porce River drainage, Colombia","M Hernández-Zapata, LE Ochoa-Orrego, LF Jiménez-Segura",Actualidades Biológicas,40,(108),59-71,2018,,
Orthogonal Decomposition in Omega-Weighted Classes of Functions Subharmonic in the Half-Plane,"A Jerbashian, D Vargas",Revista Colombiana de Matemáticas,52,(1),33-40,2018,,
Stealth Chaos due to Frame Dragging,"AF Gutiérrez-Ruiz, A Cárdenas-Avendaño, N Yunes, LA Pachón",arXiv e-prints,,,arXiv: 1806.06476,2018,,
The Role of Dissipation in the Two–Color Second–Order Coherence Function for Light Sources,"IC Andrade, BA Rodríguez",Journal of Physics: Conference Series,1043,(1),012012,2018,,
MAGNETIC AND HYPERFINE CHARACTERIZATION OF THE THERMAL TRANSFORMATION CuO-Fe 2 O 3 TO Fe 3 O 4,"JD Betancur, J Restrepo, JJ Fernández, O Perez",Momento,,,63-75,2018,,
A Quantum Extension of the Semiclassical Theory of Electrical Susceptibility,"JD García, BA Rodríguez",arXiv preprint arXiv:1805.12561,,,,2018,,
A simplified categorical approach to several Galois theories,"D Blázquez-Sanz, CAM Arango, JFR Castrillon",arXiv preprint arXiv:1805.11062,,,,2018,,
Efecto antipalÃºdico de las especies del gÃ© nero Piper,"AM Mesa, C PelÃ",Revista Cubana de Plantas Medicinales,23,(2),,2018,,
Variability of qualitative variables: A Hilbert space formulation,"JD Botero, LA Pachón",arXiv preprint arXiv:1805.02731,,,,2018,,
ANFIBIOS Y REPTILES DE COLOMBIA,"J del Rio, J Zapata-Ciro, VP Páez",ANFIBIOS Y REPTILES,,,52,2018,,
Spatial Dynamics of Intra-city Gang Confrontation: The case of Medellin (Colombia),"JD Botero, W Guo, G Mosquera, A Wilson, S Johnson, GA Aguirre-Garcia, ...",arXiv preprint arXiv:1805.03679,,,,2018,,
Non-Markovian optimal sideband cooling,"JF Triana, LA Pachon",AIP Conference Proceedings,1950,(1),030004,2018,,
5.36. Equilibrio termodinámico para una red de reacciones en el hidrocraqueo de la decalina.,"A Usuga, N Suárez, A Moreno",Simposio Colombiano de Catálisis-2017,,,,2018,,
The Geometry of some Fibonacci Identities in the Hosoya Triangle,"R Flórez, RA Higuita, A Mukherjee",arXiv preprint arXiv:1804.02481,,,,2018,,
